"feature_name","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","maximum_absolute_loading","feature_set"
"F3243_mz312.0542_rt1",-0.00606484138853077,-0.0171065174921625,0.0497866169630786,0.0198831300616822,-0.00359875182737679,0.0291879780414472,0.0243781287204796,0.0111679398458628,-0.000677621151842312,0.003357747875785,0.0128603738973144,0.00524452134990851,-0.0155783134126514,0.00772563861056088,0.0036698740077803,-0.00982903099582918,-0.000742335196249423,0.0241409664657978,0.00184275397050892,0.00723854983006884,0.0039080446800923,-0.00489049535034633,-0.00238273453466185,-0.0982887756576487,0.0497866169630786,"Top_2000"
"F3857_mz367.1217_rt1.32",-0.00719278969471678,-0.0155998986195937,0.0495412253812866,0.0256849459210124,-0.0124433376748608,0.0262128403319691,0.0105764281623583,0.00114273367545136,-0.00333173403459409,-0.0049587435767302,-0.0134333021588543,0.00499035878774694,-0.0373078687714647,-0.0101016366710629,0.00527104427485928,0.00732153563661945,-0.00859833064898375,-0.00839271275262793,-0.0165749490735316,0.0254024478566059,0.0159168610497032,-0.00424981482920348,-0.00599156542109705,-0.0308271006437995,0.0495412253812866,"Top_2000"
"F1358_mz174.0553_rt0.89",-0.00602414438112417,-0.0187084547354261,0.0494345767800724,0.0131770972484428,0.00847899038670835,0.023824991377176,-0.011765245489683,0.023273725209887,9.33830964192233e-05,-0.000532237875291885,0.00253652897775133,0.00579302089154927,0.0106851156096508,0.0170577206374924,-0.0144525127787883,-0.00272478833624077,-0.00123786399806039,0.0251040907821647,-0.00596326102186841,0.010953240508799,0.00944203095809207,-0.000828828670981915,-0.00138663183272272,-0.0321442045879218,0.0494345767800724,"Top_2000"
"F1003_mz148.0396_rt1.21",0.00819722901067266,-0.0118857054430215,0.0491290529687903,0.0184001460365146,-0.0184916153286948,0.0234085086582832,0.0371275405643278,0.00473462206170836,0.0351563677246515,-0.00422122161645368,-0.0158072131851775,-0.0308487663049084,-0.0264725149153914,0.0161098694535766,-0.0284069189731176,-0.00329964897337056,-0.0560710794743227,0.0102246735298516,0.0411580096098296,0.0365696585167789,0.00795082807828605,-0.048003663703587,0.00333233694911084,-0.00581374569732976,0.0491290529687903,"Top_2000"
"F839_mz138.0763_rt0.71",-0.00201076704807509,-0.0191764121533679,0.0490349667560964,0.00881762001415456,0.0106986549825982,0.0292115299307623,0.00044102702489109,0.0240365987352044,0.00918313905154897,-0.00588772556209274,0.012638680051275,0.00957149299401482,0.00894735542025436,0.0120699937391995,0.0316843907083234,-0.0207224096855452,-0.0197576519659994,0.0472630880017805,-0.0144977418963775,0.0161587405024609,0.0117879310558542,0.000942257641615299,-0.000608620281527259,-0.0114559966733474,0.0490349667560964,"Top_2000"
"F1552_mz188.0381_rt0.95",-0.00978738813495655,0.0046245059383807,0.0488966325938596,0.0380336021006647,-0.01258683053298,0.0258979049314403,-0.00977957869972419,-0.0234035483609477,0.0440197785695581,0.0216410819509285,0.0174259823675707,0.000357083617764887,0.0352578914658097,-0.0217584937660658,-0.0217615392389534,0.00563991859015543,-0.0480597586077738,0.0196483818526533,0.00221318613299092,-0.00265906034824447,-0.00723518347496348,0.0185667215626126,-0.0394398051124184,-0.00501473318201591,0.0488966325938596,"Top_2000"
"F2799_mz279.0771_rt1.16",-0.00249520938188356,-0.0183140689915773,0.048763129679091,0.00872039412848302,0.00019859029223393,0.00754974556127639,0.0538250486107631,0.0129858907768238,0.0161892781659399,-0.00687428971974927,0.0191453211961846,0.0189294418806183,0.0201936259111078,0.00153631437563591,0.0488626257040606,-0.00331239176962508,-0.0256850385710446,0.00693194907394333,-0.00213848254078838,-0.00979728490372919,0.0350376935491491,-0.0102072750238519,0.0449517120222268,0.03929035071973,0.048763129679091,"Top_2000"
"F2350_mz245.181_rt0.44",-0.00242975739405908,0.00384045973361905,0.0486752083540119,-0.0417184576209753,0.0175766936535365,0.0276819640363876,0.0347580596207463,-0.0448236208355395,0.0224130437698658,-0.032077187130828,0.0288134523848672,-0.0172639451754671,0.02240057592084,-0.056316092513609,0.0191233966208073,0.00600379023367776,-0.020885116857118,-0.0279742100987376,-0.0320219683856392,0.0309838430173909,0.0266913477357745,-0.00393979140300618,-0.00214111178953102,-0.0621014466373973,0.0486752083540119,"Top_2000"
"F2257_mz238.1443_rt1.83",-0.00906009398361642,-0.0181430565065275,0.0486314984671617,0.0181534647475235,0.00184381666462075,0.0141169161910468,0.0252336546002467,-0.0221580524575016,-0.00608553463681712,0.00822981061488182,-0.000296665708540914,0.00862925123643498,0.00384236910582381,0.00338291230698241,-0.00427903372499886,0.00724859542752152,-0.0061733526429476,0.00641789347507869,0.00435031436287952,0.001527422043107,0.00123455299802632,-0.00366501430178653,-0.00444588176910635,-0.00954707819921342,0.0486314984671617,"Top_2000"
"F1939_mz215.0377_rt1.17",-0.00929476966506117,-0.0179025486800724,0.0484449938494256,0.0205707075649119,-0.00127658471843033,0.00575399920840997,0.0281318385753035,-0.00277352167806602,-0.00719571551608783,0.00551700214462944,-0.00872901834734332,0.0193623538377721,0.0161581243590788,0.00128583212377626,0.0164368952823149,0.0024547333336004,-0.0163562436566872,0.0081778301157588,0.00473244706229445,-0.00129162924328273,0.000408778954697957,-0.00105671120466377,-0.00484569464537324,0.00275405281940188,0.0484449938494256,"Top_2000"
