"feature_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_mean","sample_to_blank_ratio","number_detected","comparison","higher_in","result_category","leaf_detected_n","root_detected_n","exudate_detected_n","soil_detected_n","leaf_present","root_present","exudate_present","soil_present","plant_pattern","RT_flag","MSMS_flag","annotation_flag","evidence_tier"
"F1507_mz184.0971_rt0.86",-1.18305551264493,12.8436275223866,-4.28395877522814,0.00805513345678107,0.0987866099511584,-2.05801986009313,1507,0.86,184.09714,"Unknown","[M+H]+","ion correlated with 2779",0.071,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",983.25,7196.33333333333,716.68710633568,17,"Exudate vs Soil","Soil","Soil enriched - exploratory",0,0,3,3,FALSE,FALSE,TRUE,TRUE,"Exudate only","Early RT","MS/MS available","Unknown","Tier 3: exploratory + >=2-fold"
"F343_mz102.9705_rt0.4",-0.777378513303398,22.727046887378,-4.1702817526508,0.0089737480990314,0.100422152520951,-2.16756753977869,343,0.396,102.97046,"Unknown","[M+H]+","ion correlated with 5; ion correlated with 1974; found in higher mz's MsMs_1246; found in higher mz's MsMs_2507",0.857,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",421.21,122203.666666667,91.7602273781143,24,"Exudate vs Soil","Soil","Not selected",3,3,3,3,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate","Very early RT","MS/MS available","Unknown","Tier 5: low priority"
"F54_mz71.0293_rt0.39",-1.05535182367724,22.6968106627228,-4.10588127724918,0.00954779969380892,0.103478231073659,-2.23062834768404,54,0.39,71.02927,"Unknown","[M+2H]2+","found in higher mz's MsMs_147; found in higher mz's MsMs_238; found in higher mz's MsMs_69; similar chromatogram in higher mz_645",0.857,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1594.45,12554.3333333333,1086.69906547019,24,"Exudate vs Soil","Soil","Soil enriched - exploratory",3,3,3,3,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate","Very early RT","MS/MS available","Unknown","Tier 3: exploratory + >=2-fold"
"F545_mz118.0863_rt0.65",0.489787566893652,22.3561522279212,4.09779577110853,0.0096228306453355,0.103478231073659,-2.23859702300354,545,0.654,118.08631,"Unknown","[M+H]+",NA,0.357,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",556.45,5296999.33333333,37.1691637927655,24,"Exudate vs Soil","Exudate","Not selected",3,3,3,3,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate","Early RT","MS/MS available","Unknown","Tier 5: low priority"
"F49_mz70.0127_rt0.39",-1.00871264670184,24.4919282781383,-4.02546464322034,0.0103252347839953,0.106272281465166,-2.31039464691333,49,0.388,70.01273,"Unknown","[M+2H]2+","ion correlated with 142; similar chromatogram in higher mz_99; similar chromatogram in higher mz_1709; similar chromatogram in higher mz_3252; similar chromatogram in higher mz_844",0.857,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1630.29,43609.3333333333,1037.49138201191,24,"Exudate vs Soil","Soil","Soil enriched - exploratory",3,3,3,3,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate","Very early RT","MS/MS available","Unknown","Tier 3: exploratory + >=2-fold"
"F197_mz88.0234_rt0.52",-0.59729449725016,19.7200538974013,-3.95340576449454,0.0110845105746817,0.110911311730303,-2.38284027976935,197,0.516,88.02336,"Unknown","[M+H]+","ion correlated with 305; ion correlated with 224; ion correlated with 692; found in higher mz's MsMs_2992",0.071,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",65.93,122862.333333333,10.0277679806831,7,"Exudate vs Soil","Soil","Not selected",0,0,3,3,FALSE,FALSE,TRUE,TRUE,"Exudate only","Early RT","MS/MS available","Unknown","Tier 5: low priority"
"F2577_mz263.0879_rt0.48",-1.22224615845189,19.6386973795388,-3.90896644347686,0.0115848270523575,0.112396400831613,-2.42797661301607,2577,0.479,263.08795,"Unknown","[M+H]+",NA,0.286,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",904.92,0,1752247,22,"Exudate vs Soil","Soil","Soil enriched - exploratory",2,3,3,3,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate","Very early RT","MS/MS available","Unknown","Tier 3: exploratory + >=2-fold"
"F391_mz107.0493_rt0.94",1.37882595611753,12.3235035309757,3.58255158810901,0.0161709126121484,0.135835665942047,-2.77027116584038,391,0.945,107.04929,"Unknown","[M+H]+","ion correlated with 1053; ion correlated with 1015; ion correlated with 2359; ion correlated with 2168; ion correlated with 2068; ion correlated with 2620; found in higher mz's MsMs_1015; found in higher mz's MsMs_4088; found in higher mz's MsMs_3428",0.429,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",331.72,9690.66666666667,276.814823731728,24,"Exudate vs Soil","Exudate","Exudate enriched - exploratory",3,3,3,3,TRUE,TRUE,TRUE,TRUE,"Leaf + Root + Exudate","Early RT","MS/MS available","Unknown","Tier 3: exploratory + >=2-fold"
"F224_mz90.5261_rt0.52",-0.763701815705683,20.0933217205135,-3.55713419895413,0.0166079064955331,0.136217457613545,-2.79771913750015,224,0.518,90.52607,"Unknown","[M+H]+","ion correlated with 197; ion correlated with 692",0.036,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",28.33,325513.333333333,5.68659751797924,10,"Exudate vs Soil","Soil","Not selected",0,0,3,3,FALSE,FALSE,TRUE,TRUE,"Exudate only","Early RT","MS/MS available","Unknown","Tier 5: low priority"
"F2608_mz266.124_rt0.47",1.30245976867469,12.8757274026254,3.54239380355447,0.0168675088521239,0.136444395648154,-2.81368943257992,2608,0.468,266.12396,"Unknown","[M+H]+",NA,0.429,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",1457.06,6927,3895.25129907621,18,"Exudate vs Soil","Exudate","Exudate enriched - exploratory",0,0,3,3,FALSE,FALSE,TRUE,TRUE,"Exudate only","Very early RT","MS/MS available","Unknown","Tier 3: exploratory + >=2-fold"
