"feature_name","group_1","group_2","group_1_mean","group_2_mean","log2_fold_change","group_1_sd","group_2_sd","p_value","adjusted_p_value","fold_change","direction","Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","MS/MS assigned","Formula","Ontology","Total score","S/N average","sample_to_blank_ratio","number_detected"
"F4079_mz392.2718_rt5.13","Plant-soil exudate","Soil control",19.4191577888341,19.3738677434839,0.0452900453501748,0.0121503705856106,0.00585879012225742,0.0112995812007485,0.0220065702890748,1.03189061398593,"Higher in Plant-soil exudate",4079,5.129,392.27176,"Unknown","[M+H]+","ion correlated with 3935; ion correlated with 4084",TRUE,"null","null","null",19.48,427635,3
"F2403_mz249.1965_rt0.87","Plant-soil exudate","Soil control",19.405417917649,19.3601278729265,0.0452900447225204,0.0121503704196516,0.00585879003968775,0.0112995812116927,0.0220065702890748,1.031890613537,"Higher in Plant-soil exudate",2403,0.866,249.19646,"Unknown","[M+H]+","ion correlated with 656; ion correlated with 3170; ion correlated with 1429; ion correlated with 4088; ion correlated with 4123",TRUE,"null","null","null",42.12,1092647,3
"F4060_mz390.2128_rt0.72","Plant-soil exudate","Soil control",19.3913737822473,19.3460837381726,0.0452900440747577,0.0121503702483798,0.00585878995447356,0.0112995812229999,0.0220065702890748,1.03189061307368,"Higher in Plant-soil exudate",4060,0.72,390.2128,"Unknown","[M+H]+",NA,TRUE,"null","null","null",6766.62,2290301,3
"F4965_mz660.3956_rt2.45","Plant-soil exudate","Soil control",19.3613189159054,19.3160288732383,0.0452900426671548,0.0121503698761993,0.00585878976929947,0.0112995812475638,0.0220065702890748,1.03189061206689,"Higher in Plant-soil exudate",4965,2.454,660.39563,"Unknown","[M+H]+","ion correlated with 4970",TRUE,"null","null","null",114.94,610360,3
"F3832_mz365.1057_rt0.55","Plant-soil exudate","Soil control",19.3591808776854,19.3138908351195,0.0452900425658953,0.0121503698494264,0.0058587897559778,0.0112995812493351,0.0220065702890748,1.03189061199447,"Higher in Plant-soil exudate",3832,0.549,365.10571,"Unknown","[M+H]+",NA,FALSE,"null","null","null",1515.66,4248327,18
"F4781_mz568.4283_rt8.89","Plant-soil exudate","Soil control",19.3587971389392,19.3135070963915,0.0452900425477054,0.0121503698446182,0.00585878975358532,0.0112995812496563,0.0220065702890748,1.03189061198146,"Higher in Plant-soil exudate",4781,8.892,568.42828,"Unknown","[M+H]+","ion correlated with 4885; ion correlated with 3521",TRUE,"null","null","null",2836.96,408547,3
"F4971_mz665.3511_rt2.62","Plant-soil exudate","Soil control",19.3498020196464,19.3045119775265,0.045290042119948,0.0121503697315132,0.00585878969731245,0.0112995812571118,0.0220065702890748,1.0318906116755,"Higher in Plant-soil exudate",4971,2.621,665.35107,"Unknown","[M+H]+",NA,TRUE,"null","null","null",218.06,612315,3
"F3076_mz299.2009_rt2.78","Plant-soil exudate","Soil control",19.3375923238882,19.2923022823532,0.0452900415350328,0.0121503695768576,0.00585878962036438,0.0112995812673213,0.0220065702890748,1.03189061125714,"Higher in Plant-soil exudate",3076,2.779,299.20093,"Unknown","[M+H]+","ion correlated with 2673; ion correlated with 3576",TRUE,"null","null","null",21.01,645368,3
"F5145_mz783.466_rt7.06","Plant-soil exudate","Soil control",19.3270334414082,19.281743400383,0.0452900410251971,0.0121503694420534,0.00585878955329445,0.0112995812762182,0.0220065702890748,1.03189061089248,"Higher in Plant-soil exudate",5145,7.055,783.466,"Unknown","[M+H]+",NA,TRUE,"null","null","null",2448.98,941.232817337461,3
"F2712_mz273.2579_rt6.72","Plant-soil exudate","Soil control",19.2772582953255,19.2319682567546,0.0452900385708972,0.0121503687931182,0.00585878923042427,0.0112995813190468,0.0220065702890748,1.03189060913703,"Higher in Plant-soil exudate",2712,6.724,273.2579,"Unknown","[M+H]+",NA,TRUE,"null","null","null",22.28,738483,6
"F5103_mz747.4293_rt4.67","Plant-soil exudate","Soil control",19.2726308327572,19.2273407944188,0.045290038338397,0.0121503687316416,0.00585878919983873,0.0112995813230969,0.0220065702890748,1.03189060897074,"Higher in Plant-soil exudate",5103,4.669,747.42926,"Unknown","[M+H]+","ion correlated with 5097; ion correlated with 1819",TRUE,"null","null","null",66.53,563586,3
"F5151_mz787.1874_rt1.4","Plant-soil exudate","Soil control",19.2619990851662,19.2167090473648,0.045290037801383,0.0121503685896538,0.00585878912919155,0.0112995813324799,0.0220065702890748,1.03189060858664,"Higher in Plant-soil exudate",5151,1.404,787.18744,"Unknown","[M+H]+","ion correlated with 3162; ion correlated with 3382; ion correlated with 3571; ion correlated with 3726; ion correlated with 1868; ion correlated with 3872",TRUE,"null","null","null",110.79,481763,3
"F1528_mz186.124_rt0.47","Plant-soil exudate","Soil control",19.2603902929279,19.2151002552081,0.0452900377197736,0.0121503685680742,0.00585878911845734,0.0112995813338957,0.0220065702890748,1.03189060852827,"Higher in Plant-soil exudate",1528,0.465,186.12396,"Unknown","[M+H]+","ion correlated with 2090; ion correlated with 1971; ion correlated with 2140",FALSE,"null","null","null",106.54,550978,12
"F4893_mz617.4208_rt6.39","Plant-soil exudate","Soil control",19.2213453018347,19.1760552661237,0.0452900357110586,0.0121503680369542,0.00585878885420559,0.0112995813689452,0.0220065702890748,1.03189060709153,"Higher in Plant-soil exudate",4893,6.391,617.42084,"Unknown","[M+H]+","ion correlated with 4935; ion correlated with 4849; ion correlated with 4819; ion correlated with 5098; ion correlated with 5080",TRUE,"null","null","null",56.27,439746,3
