"feature_name","logFC","AveExpr","t","P.Value","adj.P.Val","B","Alignment ID","Average Rt(min)","Average Mz","Metabolite name","Adduct type","Post curation result","Fill %","MS/MS assigned","Formula","Ontology","INCHIKEY","SMILES","Annotation tag (VS1.0)","RT matched","m/z matched","MS/MS matched","Total score","RT similarity","Dot product","Reverse dot product","Fragment presence %","S/N average","blank_mean","sample_to_blank_ratio","number_detected","comparison","higher_in","result_category"
"F377_mz105.0701_rt1",-1.59945313655401,18.7996312344637,-2.18595182177602,0.0802679624710928,0.185298590802285,-4.90703772296099,377,0.996,105.07007,"Unknown","[M+H]+","ion correlated with 612; similar chromatogram in higher mz_612; found in higher mz's MsMs_612; similar chromatogram in higher mz_1554; similar chromatogram in higher mz_1810; similar chromatogram in higher mz_2793; similar chromatogram in higher mz_3825; similar chromatogram in higher mz_4729; found in higher mz's MsMs_1714; found in higher mz's MsMs_1458; similar chromatogram in higher mz_4272",0.286,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",133.07,3496.66666666667,2693.39502525493,22,"Fungi old vs Fungal out","Fungal out","Not selected"
"F3261_mz313.2377_rt3.07",-8.92098722968096,13.2108412142625,-2.18539589994736,0.0803243702794429,0.185298590802285,-4.90776981494743,3261,3.067,313.2377,"Unknown","[M+H]+","ion correlated with 3514",0.214,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",50.87,913.666666666667,384.838556851312,13,"Fungi old vs Fungal out","Fungal out","Not selected"
"F258_mz97.0286_rt0.69",-0.596340642120789,19.4155510944667,-2.18480423343112,0.0803844512872165,0.185298590802285,-4.9085489777829,258,0.694,97.02857,"Unknown","[M+H]+",NA,0.143,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",76.89,97499.3333333333,11.5510476887259,23,"Fungi old vs Fungal out","Fungal out","Not selected"
"F1288_mz169.1014_rt1.36",0.987065955238462,14.1992040402395,2.17438098204637,0.0814507515762165,0.187180994752553,-4.92227503537271,1288,1.359,169.10143,"Unknown","[M+H]+","ion correlated with 2898; ion correlated with 4908; ion correlated with 3162; ion correlated with 3382; ion correlated with 4967; ion correlated with 1868; ion correlated with 3795; ion correlated with 2752; ion correlated with 1599; ion correlated with 3655; ion correlated with 3711; similar chromatogram in higher mz_2121; similar chromatogram in higher mz_3795; similar chromatogram in higher mz_3870",0.036,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",57.18,1680,112.486615110054,19,"Fungi old vs Fungal out","Fungi old","Not selected"
"F1851_mz208.0973_rt0.92",1.55291462352592,16.7308155532344,2.17389916534983,0.0815004033755431,0.187180994752553,-4.92290950948462,1851,0.923,208.09731,"Unknown","[M+H]+","ion correlated with 3373",0.036,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",47.1,1506.66666666667,158.817598938757,16,"Fungi old vs Fungal out","Fungi old","Not selected"
"F2165_mz230.1139_rt0.8",-1.58650426674856,19.2180183134867,-2.17340674210217,0.0815511814009482,0.187180994752553,-4.9235579490252,2165,0.797,230.11389,"Unknown","[M+H]+","ion correlated with 2962; ion correlated with 2341; ion correlated with 1914; ion correlated with 566; ion correlated with 988",0.321,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",122.66,0,1620821,12,"Fungi old vs Fungal out","Fungal out","Not selected"
"F3026_mz295.2271_rt3.94",-1.52176135711952,12.9463554430858,-2.17279184763567,0.0816146356590234,0.187180994752553,-4.92436766037222,3026,3.945,295.22711,"Unknown","[M+H]+",NA,0.107,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",110.85,3177,253.558842039018,23,"Fungi old vs Fungal out","Fungal out","Not selected"
"F2139_mz228.135_rt0.99",0.599526815820089,19.6658694253502,2.17265465670624,0.0816288002780306,0.187180994752553,-4.92454831710032,2139,0.992,228.13499,"Unknown","[M+H]+","ion correlated with 1867; ion correlated with 2082",0.321,FALSE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",128.46,187,5852.60106382979,17,"Fungi old vs Fungal out","Fungi old","Not selected"
"F1460_mz181.1225_rt1.75",-1.01951907473636,15.8772281836875,-2.17193319611882,0.0817033322354614,0.187180994752553,-4.92549835363527,1460,1.754,181.12251,"Unknown","[M+H]+",NA,0.179,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",12.31,23672.6666666667,39.5983019107025,24,"Fungi old vs Fungal out","Fungal out","Not selected"
"F321_mz101.0034_rt0.52",0.778875991942394,23.5775407926057,2.17021247522317,0.0818813865944781,0.187396909340075,-4.92776422396029,321,0.517,101.00338,"Unknown","[M+H]+","found in higher mz's MsMs_835",0.643,TRUE,"null","null","null","null",999,FALSE,FALSE,FALSE,"null","null","null","null","null",419.07,137063.333333333,133.314266050249,24,"Fungi old vs Fungal out","Fungi old","Not selected"
